,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23544,28,95000,OWN,3,VENTURE,B,4800,11.71,0,0.05,N,10
23545,32,95000,MORTGAGE,16,PERSONAL,B,20000,10.65,0,0.21,N,5
23546,28,95000,MORTGAGE,5,DEBTCONSOLIDATION,A,23450,7.9,0,0.25,N,5
23547,31,95000,MORTGAGE,5,VENTURE,B,18000,11.71,0,0.19,N,9
23548,32,95000,MORTGAGE,5,VENTURE,B,4800,10.99,0,0.05,N,8
23549,31,95000,MORTGAGE,1,HOMEIMPROVEMENT,C,13200,12.99,0,0.14,Y,8
23550,30,96000,RENT,4,PERSONAL,C,12900,14.79,0,0.13,N,9
23551,30,95000,MORTGAGE,6,HOMEIMPROVEMENT,B,21000,11.99,0,0.22,N,5
23552,35,50000,RENT,16,MEDICAL,B,13000,10.25,0,0.26,N,8
23553,30,95000,MORTGAGE,0,PERSONAL,D,6000,15.99,0,0.06,Y,7
23554,27,95000,MORTGAGE,9,HOMEIMPROVEMENT,B,25000,10.99,0,0.26,N,5
23555,30,44500,RENT,2,MEDICAL,E,13000,16.32,1,0.29,N,6
23556,31,46000,RENT,1,VENTURE,D,13000,14.59,1,0.28,N,9
23557,30,95000,MORTGAGE,6,PERSONAL,A,4000,5.99,0,0.04,N,9
23558,30,95000,MORTGAGE,4,MEDICAL,B,5600,11.63,0,0.06,N,5
23559,34,52809,RENT,18,VENTURE,B,13000,10.62,0,0.25,N,9
23560,30,95000,MORTGAGE,14,VENTURE,A,5000,6.99,0,0.05,N,10
23561,28,55000,RENT,10,EDUCATION,B,13000,10.99,0,0.24,N,8
23562,27,55000,RENT,11,DEBTCONSOLIDATION,B,13000,8.88,0,0.24,N,6
23563,33,95000,MORTGAGE,17,MEDICAL,A,3600,8.49,0,0.04,N,10
23564,27,95000,MORTGAGE,6,PERSONAL,C,15000,12.68,0,0.16,N,9
23565,32,33600,OWN,0,EDUCATION,D,8000,16.02,0,0.24,N,7
23566,28,95000,MORTGAGE,0,MEDICAL,C,11000,13.06,0,0.12,Y,9
23567,28,95000,MORTGAGE,12,EDUCATION,B,35000,9.63,0,0.37,N,5
23568,32,95000,MORTGAGE,9,PERSONAL,A,8500,5.79,0,0.09,N,6
23569,33,95000,MORTGAGE,4,HOMEIMPROVEMENT,A,11200,7.29,0,0.12,N,8
23570,27,57996,RENT,8,DEBTCONSOLIDATION,C,13000,13.92,0,0.22,Y,7
23571,27,58000,RENT,3,VENTURE,B,13000,11.58,0,0.22,N,7
23572,31,70550,MORTGAGE,9,MEDICAL,F,18000,19.74,1,0.22,Y,10
23573,27,33600,OWN,1,PERSONAL,B,21250,8.88,0,0.63,N,6
23574,33,95000,MORTGAGE,17,MEDICAL,A,12000,7.29,0,0.13,N,6
23575,29,59000,RENT,6,EDUCATION,B,13000,11.49,0,0.22,N,10
23576,28,54000,RENT,2,EDUCATION,C,13000,15.23,1,0.24,N,9
23577,32,95000,MORTGAGE,3,PERSONAL,B,18000,11.11,0,0.19,N,8
23578,33,95000,MORTGAGE,4,VENTURE,A,8000,5.79,0,0.08,N,10
23579,35,61211,RENT,13,HOMEIMPROVEMENT,A,13000,6.54,0,0.21,N,9
23580,29,95000,MORTGAGE,4,DEBTCONSOLIDATION,C,2400,13.72,0,0.03,N,9
23581,32,95000,MORTGAGE,12,EDUCATION,A,9000,5.42,0,0.09,N,7
23582,28,62496,RENT,1,DEBTCONSOLIDATION,B,13000,10.37,0,0.21,N,8
23583,32,64000,RENT,1,EDUCATION,B,13000,10.99,0,0.2,N,9
23584,27,64000,RENT,2,HOMEIMPROVEMENT,C,13000,13.11,0,0.2,N,10
23585,28,95000,OWN,4,HOMEIMPROVEMENT,B,25000,9.62,0,0.26,N,8
23586,29,95000,MORTGAGE,4,DEBTCONSOLIDATION,A,20000,6.54,0,0.21,N,9
23587,30,95000,MORTGAGE,14,PERSONAL,B,25000,11.12,0,0.26,N,6
23588,35,95000,MORTGAGE,17,HOMEIMPROVEMENT,B,15000,11.49,0,0.16,N,10
23589,28,95000,MORTGAGE,0,HOMEIMPROVEMENT,A,5000,7.51,0,0.05,N,5
23590,30,95000,MORTGAGE,0,DEBTCONSOLIDATION,A,4000,7.14,0,0.04,N,10
23591,28,95000,MORTGAGE,5,VENTURE,A,5000,7.88,0,0.05,N,7
23592,32,95000,MORTGAGE,13,HOMEIMPROVEMENT,D,8000,14.84,0,0.08,N,9
23593,32,95000,MORTGAGE,2,PERSONAL,A,5000,7.51,0,0.05,N,10
23594,28,95000,MORTGAGE,5,EDUCATION,C,12000,13.11,0,0.13,N,9
23595,28,95000,MORTGAGE,0,DEBTCONSOLIDATION,A,18000,7.88,0,0.19,N,10
23596,28,95000,MORTGAGE,0,MEDICAL,B,4500,10.99,0,0.05,N,7
23597,32,65004,RENT,0,DEBTCONSOLIDATION,C,13000,12.53,0,0.2,N,6
23598,32,95000,MORTGAGE,16,HOMEIMPROVEMENT,A,9000,7.88,0,0.09,N,9
23599,27,61000,RENT,7,PERSONAL,B,13000,10.59,1,0.21,N,8
23600,27,95000,MORTGAGE,11,DEBTCONSOLIDATION,C,18000,13.48,0,0.19,N,9
23601,31,67000,RENT,0,MEDICAL,C,13000,13.06,0,0.19,N,10
23602,30,95000,MORTGAGE,0,DEBTCONSOLIDATION,A,10000,7.51,0,0.11,N,9
23603,31,95000,MORTGAGE,5,HOMEIMPROVEMENT,B,15000,11.14,0,0.16,N,5
23604,28,70000,RENT,0,MEDICAL,B,13000,12.18,0,0.19,N,7
23605,30,95000,MORTGAGE,6,HOMEIMPROVEMENT,A,12000,8.94,0,0.13,N,5
23606,34,66996,RENT,4,DEBTCONSOLIDATION,D,13000,15.2,1,0.19,Y,9
23607,29,76000,RENT,2,VENTURE,B,13000,10.25,0,0.17,N,8
23608,32,78000,RENT,0,VENTURE,C,13000,12.87,0,0.17,Y,10
23609,31,95000,MORTGAGE,1,DEBTCONSOLIDATION,B,25000,10.08,0,0.26,N,6
23610,33,95000,MORTGAGE,1,EDUCATION,D,24000,12.92,0,0.25,Y,5
23611,29,84000,RENT,9,DEBTCONSOLIDATION,C,13000,12.53,0,0.15,Y,7
23612,27,95004,MORTGAGE,1,PERSONAL,A,15000,7.51,0,0.16,N,9
23613,31,95004,MORTGAGE,3,PERSONAL,D,25000,16.07,0,0.26,Y,8
23614,35,90000,RENT,4,PERSONAL,A,13000,9.32,0,0.14,N,9
23615,35,95142,MORTGAGE,18,PERSONAL,D,12000,14.84,0,0.13,Y,9
23616,32,95200,MORTGAGE,15,MEDICAL,A,15000,5.99,0,0.16,N,8
23617,35,83234,MORTGAGE,19,DEBTCONSOLIDATION,D,10000,18.25,1,0.12,Y,9
23618,29,92250,RENT,2,MEDICAL,B,13000,10.99,0,0.14,N,9
23619,27,95500,MORTGAGE,3,PERSONAL,E,20000,15.95,0,0.21,Y,6
23620,28,95680,MORTGAGE,12,VENTURE,A,17000,7.88,0,0.18,N,7
23621,28,95827,MORTGAGE,11,EDUCATION,E,16000,14.5,0,0.17,N,7
23622,30,96000,MORTGAGE,8,EDUCATION,C,18000,13.49,0,0.19,N,7
23623,32,96000,MORTGAGE,9,VENTURE,A,7000,6.62,0,0.07,N,6
23624,35,84000,MORTGAGE,5,DEBTCONSOLIDATION,C,15200,15.27,1,0.18,Y,7
23625,28,96000,MORTGAGE,5,HOMEIMPROVEMENT,D,11250,17.58,0,0.12,N,5
23626,27,96000,MORTGAGE,12,HOMEIMPROVEMENT,E,12500,19.03,0,0.13,Y,5
23627,31,144000,RENT,0,EDUCATION,G,13000,21.21,1,0.09,N,6
23628,30,33736,RENT,5,MEDICAL,C,13600,13.57,1,0.4,Y,9
23629,30,96000,MORTGAGE,11,EDUCATION,A,7000,6.03,0,0.07,N,10
23630,28,96000,MORTGAGE,12,PERSONAL,B,6000,12.69,0,0.06,N,10
23631,28,84000,MORTGAGE,1,DEBTCONSOLIDATION,D,3000,15.99,1,0.04,Y,6
23632,31,96000,MORTGAGE,4,DEBTCONSOLIDATION,A,9600,5.99,0,0.1,N,10
23633,27,96000,MORTGAGE,4,DEBTCONSOLIDATION,C,2500,12.99,0,0.03,Y,10
23634,30,96000,MORTGAGE,14,VENTURE,A,6000,5.42,0,0.06,N,7
23635,30,80000,RENT,5,PERSONAL,B,13600,12.42,0,0.17,N,9
23636,34,96000,OWN,2,VENTURE,B,12000,11.99,0,0.13,N,6
23637,35,33000,OWN,0,EDUCATION,C,2000,13.98,0,0.06,Y,6
23638,35,96000,MORTGAGE,5,MEDICAL,A,14000,7.49,0,0.15,N,10
23639,33,96000,MORTGAGE,5,MEDICAL,A,9000,7.49,0,0.09,N,7
23640,31,33000,OWN,6,DEBTCONSOLIDATION,D,5000,14.96,0,0.15,N,6
23641,31,96000,OWN,3,PERSONAL,B,10000,9.99,0,0.1,N,6
23642,30,96000,MORTGAGE,7,DEBTCONSOLIDATION,A,8000,6.99,0,0.08,N,10
23643,35,88000,RENT,2,PERSONAL,A,13600,7.9,0,0.15,N,6
23644,29,71400,MORTGAGE,1,MEDICAL,A,8000,8.49,1,0.1,N,10
23645,31,96000,MORTGAGE,15,EDUCATION,B,4000,10.99,0,0.04,N,8
23646,27,44000,RENT,5,EDUCATION,B,13650,10.65,1,0.31,N,5
23647,29,96000,MORTGAGE,1,DEBTCONSOLIDATION,A,11200,5.42,0,0.12,N,9
23648,28,96000,OWN,12,PERSONAL,B,3000,9.63,0,0.03,N,7
23649,28,33000,OWN,1,HOMEIMPROVEMENT,D,7500,15.31,0,0.23,Y,6
23650,28,96000,MORTGAGE,8,VENTURE,A,10000,7.66,0,0.1,N,7
23651,33,96000,MORTGAGE,0,VENTURE,C,8000,13.72,0,0.08,N,9
23652,28,57936,RENT,2,MEDICAL,D,13650,14.42,1,0.24,N,10
23653,31,96000,MORTGAGE,15,HOMEIMPROVEMENT,D,8000,14.09,0,0.08,Y,9
23654,30,96000,MORTGAGE,11,MEDICAL,B,12000,9.99,0,0.13,N,7
23655,33,96000,MORTGAGE,4,DEBTCONSOLIDATION,B,3000,11.49,0,0.03,N,7
23656,32,30000,RENT,1,DEBTCONSOLIDATION,C,13750,12.73,1,0.46,Y,9
23657,29,42000,RENT,0,PERSONAL,B,13750,11.36,1,0.33,N,8
23658,27,96000,OWN,9,PERSONAL,D,5600,15.21,0,0.06,N,8
23659,31,80000,RENT,5,EDUCATION,E,13750,16.7,0,0.17,N,6
23660,33,33036,RENT,4,VENTURE,C,13800,13.47,1,0.42,Y,5
23661,28,55000,RENT,2,MEDICAL,B,13800,11.83,0,0.25,N,6
23662,29,96000,MORTGAGE,4,VENTURE,A,4500,6.76,0,0.05,N,10
23663,27,51600,RENT,2,VENTURE,C,13800,13.57,1,0.27,Y,6
23664,30,96000,MORTGAGE,7,PERSONAL,B,6000,11.49,0,0.06,N,6
23665,31,96000,MORTGAGE,1,MEDICAL,B,22500,11.36,0,0.23,N,5
23666,27,32500,OWN,3,PERSONAL,A,5000,6.62,0,0.15,N,8
23667,30,96000,MORTGAGE,8,EDUCATION,B,17000,10.62,0,0.18,N,10
23668,31,96000,MORTGAGE,4,VENTURE,C,12000,12.73,0,0.13,Y,5
23669,29,96000,MORTGAGE,5,HOMEIMPROVEMENT,B,12000,9.88,0,0.13,N,5
23670,29,84000,MORTGAGE,6,DEBTCONSOLIDATION,D,8000,14.96,1,0.1,N,5
23671,27,32496,OWN,4,VENTURE,B,9200,11.86,0,0.28,N,8
23672,30,23000,RENT,5,VENTURE,A,14000,7.88,1,0.61,N,6
23673,28,41400,RENT,2,DEBTCONSOLIDATION,C,14000,13.48,1,0.34,N,6
23674,28,96000,OWN,13,EDUCATION,C,15000,13.47,0,0.16,N,6
23675,27,42000,RENT,0,DEBTCONSOLIDATION,B,14000,9.88,1,0.33,N,5
23676,33,42000,RENT,12,VENTURE,D,14000,15.7,1,0.33,Y,8
23677,27,84000,MORTGAGE,5,PERSONAL,C,20000,12.29,1,0.24,Y,8
23678,31,84000,MORTGAGE,3,HOMEIMPROVEMENT,G,25000,17.34,1,0.3,Y,5
23679,28,42900,RENT,3,PERSONAL,B,14000,11.14,1,0.33,N,5
23680,35,84000,MORTGAGE,0,DEBTCONSOLIDATION,C,20000,11.54,1,0.24,Y,6
23681,28,96120,MORTGAGE,4,VENTURE,B,15000,10.0,0,0.16,N,9
23682,30,96300,MORTGAGE,1,EDUCATION,C,18000,13.98,0,0.19,N,9
23683,29,96339,MORTGAGE,7,MEDICAL,B,15000,11.36,0,0.16,N,7
23684,28,37000,RENT,0,DEBTCONSOLIDATION,D,14000,14.42,1,0.38,N,10
23685,29,43738,RENT,1,MEDICAL,A,14000,7.88,1,0.32,N,6
23686,29,45000,RENT,9,PERSONAL,B,14000,12.69,1,0.31,N,5
23687,28,39000,RENT,6,EDUCATION,A,14000,7.9,1,0.36,N,8
23688,31,45000,RENT,5,MEDICAL,A,14000,7.91,1,0.31,N,5
23689,28,96636,MORTGAGE,10,MEDICAL,A,30000,8.49,0,0.31,N,5
23690,31,96713,MORTGAGE,3,DEBTCONSOLIDATION,A,7000,8.0,0,0.07,N,6
23691,27,96996,MORTGAGE,11,DEBTCONSOLIDATION,B,1500,10.95,0,0.02,N,10
23692,31,45000,RENT,1,MEDICAL,C,14000,13.06,1,0.31,N,6
23693,30,97000,MORTGAGE,9,PERSONAL,C,5000,13.49,0,0.05,Y,9
23694,27,45000,RENT,1,EDUCATION,B,14000,9.76,1,0.31,N,9
23695,29,97000,MORTGAGE,13,VENTURE,C,10000,14.65,0,0.1,N,8
23696,28,97000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,7.49,0,0.06,N,10
23697,28,97000,MORTGAGE,9,VENTURE,A,12000,8.49,0,0.12,N,5
23698,31,97000,MORTGAGE,6,DEBTCONSOLIDATION,A,12000,7.66,0,0.12,N,6
23699,27,97000,MORTGAGE,0,VENTURE,A,12000,6.91,0,0.12,N,7
23700,27,97000,MORTGAGE,11,PERSONAL,B,3600,9.25,0,0.04,N,7
23701,33,97000,MORTGAGE,15,PERSONAL,A,20000,6.17,0,0.21,N,8
23702,27,72250,MORTGAGE,11,MEDICAL,D,10000,14.83,1,0.12,Y,6
23703,35,46900,RENT,14,MEDICAL,C,14000,14.27,0,0.3,Y,5
23704,29,97000,MORTGAGE,2,VENTURE,C,10000,12.23,0,0.1,Y,5
23705,35,97000,MORTGAGE,5,DEBTCONSOLIDATION,B,16000,8.88,0,0.16,N,10
23706,29,48880,RENT,3,PERSONAL,B,14000,10.65,0,0.29,N,9
23707,30,97000,MORTGAGE,5,VENTURE,D,25000,16.32,0,0.26,Y,5
23708,31,48996,RENT,9,PERSONAL,C,14000,13.23,0,0.29,N,8
23709,29,97000,OWN,3,VENTURE,B,12000,11.83,0,0.12,N,5
23710,29,97000,OWN,3,MEDICAL,D,14600,15.65,0,0.15,N,9
23711,33,97000,MORTGAGE,0,HOMEIMPROVEMENT,D,25000,16.0,0,0.26,N,6
23712,32,97000,MORTGAGE,6,HOMEIMPROVEMENT,B,5500,12.18,0,0.06,N,9
23713,31,72250,OTHER,6,MEDICAL,F,25000,17.03,1,0.29,Y,5
23714,28,50000,RENT,2,VENTURE,A,14000,6.54,0,0.28,N,6
23715,30,97192,MORTGAGE,3,PERSONAL,A,6500,7.29,0,0.07,N,10
23716,31,32000,OWN,10,VENTURE,B,12375,9.91,0,0.39,N,7
23717,27,50000,RENT,0,VENTURE,A,14000,6.54,0,0.28,N,8
23718,33,97200,MORTGAGE,4,PERSONAL,C,20000,12.29,0,0.21,N,9
23719,28,97296,MORTGAGE,12,HOMEIMPROVEMENT,B,6500,12.42,0,0.07,N,8
23720,28,44000,RENT,7,DEBTCONSOLIDATION,F,14000,19.04,1,0.32,N,10
23721,33,50000,RENT,2,DEBTCONSOLIDATION,B,14000,10.62,0,0.28,N,9
23722,34,44000,RENT,3,DEBTCONSOLIDATION,D,14000,15.65,1,0.32,Y,7
23723,28,50000,RENT,7,VENTURE,C,14000,13.79,0,0.28,Y,6
23724,35,97500,MORTGAGE,19,MEDICAL,A,8000,5.42,0,0.08,N,9
23725,31,97500,MORTGAGE,3,MEDICAL,A,6000,7.51,0,0.06,N,9
23726,31,98000,OWN,7,MEDICAL,C,5000,15.96,0,0.05,Y,7
23727,34,98000,MORTGAGE,10,VENTURE,A,16000,6.03,0,0.16,N,5
23728,27,98000,MORTGAGE,4,PERSONAL,B,10000,12.69,0,0.1,N,7
23729,29,98000,MORTGAGE,11,DEBTCONSOLIDATION,C,1825,14.27,0,0.02,N,6
23730,31,98000,OWN,10,HOMEIMPROVEMENT,A,5100,6.03,0,0.05,N,6
23731,34,98000,OWN,19,EDUCATION,B,16000,10.99,0,0.16,N,5
23732,35,47400,RENT,2,PERSONAL,D,14000,14.42,1,0.3,N,7
23733,32,86000,MORTGAGE,6,DEBTCONSOLIDATION,E,15000,16.4,1,0.17,Y,5
23734,27,86000,MORTGAGE,4,HOMEIMPROVEMENT,C,20000,13.43,1,0.23,N,5
23735,27,86000,MORTGAGE,12,EDUCATION,A,23000,6.17,1,0.27,N,7
23736,30,98000,MORTGAGE,12,VENTURE,B,12000,8.88,0,0.12,N,7
23737,27,98000,MORTGAGE,11,PERSONAL,B,17000,8.88,0,0.17,N,5
23738,33,86000,MORTGAGE,6,DEBTCONSOLIDATION,C,3600,13.98,1,0.04,N,5
23739,27,98000,MORTGAGE,5,VENTURE,B,15000,11.36,0,0.15,N,7
23740,29,98000,MORTGAGE,13,HOMEIMPROVEMENT,B,14000,10.25,0,0.14,N,5
23741,30,98000,MORTGAGE,2,HOMEIMPROVEMENT,A,5000,7.14,0,0.05,N,5
23742,27,48000,RENT,9,DEBTCONSOLIDATION,C,14000,13.79,1,0.29,N,10
23743,33,98000,MORTGAGE,3,VENTURE,B,25000,11.83,0,0.26,N,10
23744,28,98000,MORTGAGE,6,MEDICAL,A,1000,7.74,0,0.01,N,9
23745,29,32000,OWN,1,HOMEIMPROVEMENT,A,2100,6.91,0,0.07,N,5
23746,30,98000,MORTGAGE,8,VENTURE,A,3500,7.68,0,0.04,N,10
23747,29,55000,RENT,3,EDUCATION,B,14000,11.48,0,0.25,N,7
23748,29,55000,RENT,0,HOMEIMPROVEMENT,B,14000,11.58,0,0.25,N,6
23749,33,98004,MORTGAGE,2,VENTURE,B,4000,10.99,0,0.04,N,9
23750,32,98056,MORTGAGE,10,DEBTCONSOLIDATION,B,6000,8.88,0,0.06,N,10
23751,29,98080,MORTGAGE,8,VENTURE,B,20000,8.88,0,0.2,N,9
23752,27,86260,MORTGAGE,11,EDUCATION,C,18000,13.72,1,0.21,Y,7
23753,32,98300,MORTGAGE,3,VENTURE,C,5000,12.23,0,0.05,N,10
23754,35,98300,MORTGAGE,8,PERSONAL,A,15000,7.88,0,0.15,N,5
23755,35,98320,MORTGAGE,15,PERSONAL,B,10425,11.49,0,0.11,N,9
23756,28,98400,MORTGAGE,12,PERSONAL,A,1500,5.42,0,0.02,N,5
23757,28,98400,MORTGAGE,12,VENTURE,D,20000,14.84,0,0.2,Y,9
23758,32,98406,MORTGAGE,1,DEBTCONSOLIDATION,A,5400,9.38,0,0.05,N,6
23759,27,56000,RENT,2,MEDICAL,B,14000,10.65,0,0.25,N,7
23760,34,98480,MORTGAGE,18,DEBTCONSOLIDATION,C,2500,15.96,0,0.03,N,10
23761,29,98736,OWN,13,VENTURE,B,9000,11.89,0,0.09,N,6
23762,27,57600,RENT,3,EDUCATION,A,14000,7.29,0,0.24,N,8
23763,29,99000,MORTGAGE,13,PERSONAL,A,4500,5.42,0,0.05,N,9
23764,29,58000,RENT,4,PERSONAL,A,14000,6.62,0,0.24,N,5
23765,35,99000,MORTGAGE,12,MEDICAL,B,3000,10.99,0,0.03,N,9
23766,30,59004,RENT,3,HOMEIMPROVEMENT,D,14000,15.28,0,0.24,N,10
23767,27,99000,MORTGAGE,5,PERSONAL,A,5000,6.92,0,0.05,N,8
23768,33,99000,MORTGAGE,8,MEDICAL,B,24000,11.36,0,0.24,N,7
23769,27,99000,MORTGAGE,4,VENTURE,A,9000,7.14,0,0.09,N,8
23770,29,99000,MORTGAGE,1,HOMEIMPROVEMENT,B,6000,10.25,0,0.06,N,5
23771,28,99000,MORTGAGE,12,VENTURE,B,18000,9.76,0,0.18,N,7
23772,29,60000,RENT,2,MEDICAL,A,14000,7.51,0,0.23,N,8
23773,33,99300,MORTGAGE,11,MEDICAL,A,7500,5.79,0,0.08,N,7
23774,29,99400,MORTGAGE,3,VENTURE,A,6000,6.92,0,0.06,N,7
23775,28,99518,MORTGAGE,10,DEBTCONSOLIDATION,A,6500,5.99,0,0.07,N,6
23776,32,99600,MORTGAGE,6,EDUCATION,B,5000,11.86,0,0.05,N,8
23777,29,99780,MORTGAGE,14,HOMEIMPROVEMENT,B,6000,11.14,0,0.06,N,8
23778,35,99800,MORTGAGE,9,PERSONAL,A,8000,7.14,0,0.08,N,9
23779,28,99996,MORTGAGE,6,VENTURE,A,10000,5.42,0,0.1,N,8
23780,30,74797,MORTGAGE,14,MEDICAL,E,4800,18.79,1,0.05,Y,7
23781,33,99996,MORTGAGE,14,PERSONAL,B,6000,11.11,0,0.06,N,7
23782,31,74797,MORTGAGE,1,MEDICAL,D,10000,15.58,1,0.11,Y,6
23783,32,99996,MORTGAGE,16,HOMEIMPROVEMENT,A,7000,7.14,0,0.07,N,9
23784,34,99996,MORTGAGE,18,PERSONAL,A,9800,7.14,0,0.1,N,8
23785,29,74797,MORTGAGE,2,MEDICAL,D,15000,15.33,1,0.17,Y,10
23786,28,62400,RENT,2,VENTURE,B,14000,10.99,0,0.22,N,10
23787,27,99996,MORTGAGE,0,VENTURE,C,3000,12.84,0,0.03,N,10
23788,27,56500,RENT,2,HOMEIMPROVEMENT,D,14000,13.87,1,0.25,N,8
23789,32,63000,RENT,11,EDUCATION,A,14000,6.91,0,0.22,N,5
23790,27,88000,MORTGAGE,11,HOMEIMPROVEMENT,A,5000,8.9,1,0.06,N,9
23791,29,100000,MORTGAGE,2,PERSONAL,C,5000,15.96,0,0.05,N,8
23792,30,100000,MORTGAGE,2,EDUCATION,D,10000,16.77,0,0.1,Y,10
23793,28,100000,OWN,13,VENTURE,C,2000,14.27,0,0.02,Y,5
23794,30,100000,MORTGAGE,0,PERSONAL,D,30000,16.77,0,0.3,Y,6
23795,27,66000,RENT,2,VENTURE,C,14000,12.99,0,0.21,Y,8
23796,30,66996,RENT,0,EDUCATION,C,14000,12.84,0,0.21,N,8
23797,29,68000,RENT,9,VENTURE,C,14000,12.61,0,0.21,Y,8
23798,27,31200,OWN,4,EDUCATION,B,6000,11.71,0,0.19,N,6
23799,28,31200,OWN,0,EDUCATION,A,4350,5.99,0,0.14,N,5
23800,31,69000,RENT,2,PERSONAL,A,14000,6.03,0,0.2,N,10
23801,27,100000,MORTGAGE,11,DEBTCONSOLIDATION,A,7600,6.03,0,0.08,N,9
23802,27,100000,MORTGAGE,1,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,6
23803,30,100000,MORTGAGE,9,MEDICAL,A,12000,8.9,0,0.12,N,10
23804,31,100000,MORTGAGE,5,EDUCATION,B,5000,12.69,0,0.05,N,7
23805,35,100000,MORTGAGE,14,VENTURE,A,10000,6.62,0,0.1,N,8
23806,33,100000,MORTGAGE,16,MEDICAL,B,15000,11.71,0,0.15,N,9
23807,28,100000,MORTGAGE,4,DEBTCONSOLIDATION,A,7000,8.9,0,0.07,N,10
23808,35,100000,MORTGAGE,19,MEDICAL,B,9000,10.99,0,0.09,N,8
23809,35,73000,RENT,9,VENTURE,D,14000,14.59,0,0.19,Y,8
23810,35,100000,MORTGAGE,9,EDUCATION,B,6000,9.99,0,0.06,N,7
23811,27,31200,OWN,2,HOMEIMPROVEMENT,C,6000,14.35,0,0.19,N,7
23812,28,100000,MORTGAGE,2,EDUCATION,A,4000,7.49,0,0.04,N,8
23813,31,100000,MORTGAGE,6,MEDICAL,B,6000,10.99,0,0.06,N,6
23814,34,75000,RENT,4,DEBTCONSOLIDATION,B,14000,12.69,0,0.19,N,7
23815,31,100000,MORTGAGE,11,HOMEIMPROVEMENT,A,8000,6.99,0,0.08,N,7
23816,28,100000,MORTGAGE,0,VENTURE,C,18000,13.99,0,0.18,Y,6
23817,29,100000,MORTGAGE,0,EDUCATION,C,12025,13.49,0,0.12,N,9
23818,31,100000,MORTGAGE,15,PERSONAL,A,19000,8.49,0,0.19,N,9
23819,31,100000,MORTGAGE,1,VENTURE,A,12000,5.42,0,0.12,N,7
23820,30,100000,MORTGAGE,11,VENTURE,D,16000,16.49,0,0.16,Y,9
23821,31,100000,MORTGAGE,2,MEDICAL,A,5000,5.42,0,0.05,N,8
23822,27,75000,RENT,2,VENTURE,A,14000,9.63,0,0.19,N,7
23823,29,100000,MORTGAGE,1,PERSONAL,C,10000,14.79,0,0.1,N,6
23824,32,76254,RENT,3,HOMEIMPROVEMENT,B,14000,10.38,0,0.18,N,5
23825,32,88000,MORTGAGE,13,DEBTCONSOLIDATION,C,17600,13.49,1,0.2,Y,10
23826,34,100000,MORTGAGE,7,EDUCATION,A,12000,7.49,0,0.12,N,6
23827,31,100000,MORTGAGE,5,HOMEIMPROVEMENT,B,15000,10.59,0,0.15,N,10
23828,29,100000,MORTGAGE,5,PERSONAL,A,10000,7.49,0,0.1,N,6
23829,31,76500,RENT,1,EDUCATION,B,14000,11.49,0,0.18,N,10
23830,28,100000,MORTGAGE,12,DEBTCONSOLIDATION,B,12000,10.99,0,0.12,N,8
23831,31,78000,RENT,1,DEBTCONSOLIDATION,A,14000,9.63,0,0.18,N,9
23832,34,80000,RENT,6,EDUCATION,C,14000,14.27,0,0.17,Y,7
23833,27,100000,OWN,5,VENTURE,A,6000,7.66,0,0.06,N,5
23834,33,100000,MORTGAGE,3,PERSONAL,B,15000,10.0,0,0.15,N,7
23835,30,100000,MORTGAGE,11,EDUCATION,A,12800,6.92,0,0.13,N,8
23836,32,80000,RENT,4,HOMEIMPROVEMENT,A,14000,5.42,0,0.17,N,9
23837,35,100000,MORTGAGE,19,VENTURE,B,1800,9.63,0,0.02,N,8
23838,28,80000,RENT,8,VENTURE,D,14000,14.91,0,0.17,N,5
23839,33,100000,MORTGAGE,8,DEBTCONSOLIDATION,A,6400,7.29,0,0.06,N,9
23840,30,100000,OWN,0,EDUCATION,A,8000,7.29,0,0.08,N,8
23841,32,100000,MORTGAGE,17,MEDICAL,A,4500,5.42,0,0.04,N,10
23842,32,100000,MORTGAGE,4,VENTURE,A,9500,5.79,0,0.1,N,8
23843,27,31000,OWN,4,MEDICAL,C,12000,12.73,0,0.39,Y,6
23844,27,100000,MORTGAGE,1,DEBTCONSOLIDATION,C,16000,13.43,0,0.16,N,5
23845,29,100000,OWN,13,HOMEIMPROVEMENT,A,10000,6.92,0,0.1,N,7
23846,31,100000,MORTGAGE,10,MEDICAL,A,9950,5.42,0,0.1,N,7
23847,30,84000,RENT,4,MEDICAL,B,14000,12.42,0,0.17,N,6
23848,28,31000,OWN,0,HOMEIMPROVEMENT,A,1000,7.4,0,0.03,N,8
23849,31,31000,OWN,0,PERSONAL,A,12500,8.94,0,0.4,N,8
23850,28,100000,OWN,7,HOMEIMPROVEMENT,C,20000,12.68,0,0.2,Y,6
23851,28,85000,RENT,6,PERSONAL,C,14000,14.65,0,0.16,Y,9
23852,29,85000,RENT,3,DEBTCONSOLIDATION,A,14000,5.42,0,0.16,N,5
23853,27,100000,MORTGAGE,11,PERSONAL,F,9000,18.25,0,0.09,Y,6
23854,30,85332,RENT,3,VENTURE,C,14000,14.22,0,0.16,N,7
23855,33,31000,OWN,0,VENTURE,A,2500,8.38,0,0.08,N,9
